College,Branch,Category,ClosingRank,Percentile,CollegeShort
"Government College of Engineering, Chhatrapati Sambhajinagar",ENTC,LOBCS,18547,93.8694333,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ENTC,LOPENS,15550,94.8244993,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ENTC,LSCS,42679,85.3822102,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ENTC,LSEBCS,19443,93.5275353,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ENTC,LSTS,119514,51.2170385,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ENTC,PWDOPENS,95341,63.5370419,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ENTC,TFWS,15846,94.7726504,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,DEFOBCS,97115,63.0759599,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,DEFOPENS,35928,87.8945473,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,DEFRSCS,95655,63.5370419,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,EWS,27083,90.9017918,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,GNT2S,25355,91.5509861,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,GNT3S,30724,89.680975,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,GOBCS,27378,90.8293494,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,GOPENS,23270,92.2550706,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,GSCS,45825,84.3179513,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,GSEBCS,38059,86.9701586,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,GSTS,132802,43.1231034,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,GVJS,42240,85.4541675,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,LNT1S,77826,71.7682877,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,LOBCS,27227,90.8626784,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,LOPENS,25155,91.6093015,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,LSCS,55383,80.7840564,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,LSEBCS,31885,89.2602313,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,LSTS,120197,50.9307179,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,LVJS,61235,78.4507504,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,PWDOPENS,112107,55.2318816,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,PWDRNT2S,136321,40.7306838,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",Electrical,TFWS,20121,93.284975,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,DEFOBCS,51100,82.4585869,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,DEFOPENS,25860,91.3238751,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,DEFROBCS,28323,90.4797169,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,EWS,14070,95.3445649,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,GNT1S,21495,92.8488216,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,GNT2S,16313,94.589536,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,GNT3S,11360,96.2307277,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,GOBCS,11990,96.0392321,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,GOPENS,11305,96.260142,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,GSCS,25935,91.3201487,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,GSEBCS,13106,95.6636222,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,GSTS,74672,73.3652047,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,GVJS,14024,95.3558147,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,LNT2S,23165,92.2993808,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,LOBCS,14629,95.1775609,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,LOPENS,12501,95.8553634,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,LSCS,27544,90.7979989,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,LSEBCS,14074,95.3445649,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,LSTS,104280,60.0743746,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,ORPHAN,95790,63.5258359,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,PWDOBCS,113574,54.3568289,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,PWDOPENS,60866,78.9120215,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,PWDRSTS,91325,65.8812284,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",IT,TFWS,9110,96.9748411,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ME,DEFOBCS,140390,38.0295157,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ME,DEFOPENS,37594,87.2784734,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ME,DEFRNT2S,104448,60.0743746,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ME,EWS,41137,85.9711131,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ME,GNT2S,41570,85.7790463,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ME,GNT3S,33455,88.6962727,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ME,GOBCS,31817,89.2671256,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ME,GOPENS,27572,90.7979989,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ME,GSCS,46318,84.1570554,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ME,GSEBCS,47229,83.7440631,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ME,GSTS,146683,33.099972,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ME,GVJS,51957,82.0158422,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ME,LNT1S,47927,83.5380246,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ME,LOBCS,45541,84.3938885,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ME,LOPENS,40195,86.2190813,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ME,LSCS,64321,77.5959933,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ME,LSEBCS,43581,85.0982359,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ME,LSTS,112172,55.2318816,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ME,LVJS,65302,76.7997668,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ME,PWDOPENS,147048,32.8344132,Government College of Engineering
"Government College of Engineering, Chhatrapati Sambhajinagar",ME,TFWS,25894,91.3201487,Government College of Engineering
"Government College of Engineering, Jalgaon",Civil,DEFOPENS,103735,60.1504384,Government College of Engineering
"Government College of Engineering, Jalgaon",Civil,EWS,137741,39.5390798,Government College of Engineering
"Government College of Engineering, Jalgaon",Civil,GNT2S,106131,58.5786927,Government College of Engineering
"Government College of Engineering, Jalgaon",Civil,GNT3S,88771,67.294477,Government College of Engineering
"Government College of Engineering, Jalgaon",Civil,GOBCS,76228,72.6095528,Government College of Engineering
"Government College of Engineering, Jalgaon",Civil,GOPENS,68285,75.7359803,Government College of Engineering
"Government College of Engineering, Jalgaon",Civil,GSCS,84727,68.9053056,Government College of Engineering
"Government College of Engineering, Jalgaon",Civil,GSEBCS,138751,38.8849565,Government College of Engineering
"Government College of Engineering, Jalgaon",Civil,GSTS,105646,59.0509185,Government College of Engineering
"Government College of Engineering, Jalgaon",Civil,GVJS,84644,69.0659616,Government College of Engineering
